#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
289.jpg,77368,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[336,355,529,571,512,397,336],""all_points_y"":[569,588,548,418,351,378,569]}","{}"
289.jpg,77368,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[715,571,614,639,793,743,715],""all_points_y"":[460,605,785,793,651,466,460]}","{}"
329.jpg,83909,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[566,750,764,760,593,564,566],""all_points_y"":[303,425,409,182,86,95,303]}","{}"
329.jpg,83909,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[350,398,414,400,380,350],""all_points_y"":[864,735,735,839,880,864]}","{}"
329.jpg,83909,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[344,334,368,475,500,516,469,430,409,361,344],""all_points_y"":[801,682,666,594,603,767,807,835,817,803,801]}","{}"
344.jpg,78786,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[605,598,866,878,887,659,644,605],""all_points_y"":[562,850,1016,1016,703,557,546,562]}","{}"
344.jpg,78786,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[812,878,1060,1092,1094,982,880,821,812],""all_points_y"":[584,634,666,653,471,418,375,403,584]}","{}"
344.jpg,78786,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[885,884,948,966,975,932,885],""all_points_y"":[303,386,539,523,389,286,303]}","{}"
550.jpg,72313,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[484,450,423,587,787,996,1042,1073,1062,1083,1099,475,484],""all_points_y"":[439,489,685,739,775,803,757,689,625,559,503,444,439]}","{}"
596.jpg,71987,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[394,425,459,1133,1121,1096,1085,1083,1074,1076,1074,1057,1025,1000,562,394],""all_points_y"":[689,482,425,489,535,582,630,662,698,723,750,767,800,819,746,689]}","{}"
