#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
0.jpg,64984,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[433,442,449,450,463,494,494,491,469,432,429,426,433],""all_points_y"":[423,423,426,433,441,428,384,379,361,379,383,418,423]}","{}"
78.jpg,66301,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[495,519,529,537,526,515,501,495],""all_points_y"":[387,421,415,401,377,369,366,387]}","{}"
78.jpg,66301,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[450,451,409,397,404,471,505,504,480,450],""all_points_y"":[434,443,467,449,372,340,366,444,459,434]}","{}"
149.jpg,68509,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[358,461,479,501,520,520,515,518,490,373,352,358],""all_points_y"":[530,481,490,488,482,456,448,329,305,361,520,530]}","{}"
149.jpg,68509,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[538,553,568,541,504,489,479,494,538],""all_points_y"":[454,451,426,387,351,347,385,409,454]}","{}"
201.jpg,70739,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[526,536,544,540,527,352,344,324,329,341,433,451,529,532,526],""all_points_y"":[355,352,289,266,259,340,355,557,570,573,526,535,497,466,355]}","{}"
201.jpg,70739,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[598,566,534,461,472,503,603,601,598],""all_points_y"":[460,480,469,373,327,331,448,457,460]}","{}"
226.jpg,71739,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[624,577,536,447,453,465,501,624],""all_points_y"":[466,494,481,359,333,314,322,466]}","{}"
226.jpg,71739,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[534,416,405,324,305,332,526,556,554,533,534],""all_points_y"":[508,568,562,602,597,330,241,266,347,354,508]}","{}"
327.jpg,77011,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[214,421,425,553,552,557,573,575,619,630,578,287,255,214],""all_points_y"":[748,646,603,546,527,369,369,369,353,268,139,289,405,748]}","{}"
327.jpg,77011,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[682,437,380,373,478,528,616,678,682],""all_points_y"":[503,264,248,286,471,518,548,516,503]}","{}"
455.jpg,90453,"{}",7,0,"{""name"":""polygon"",""all_points_x"":[146,132,193,352,361,430,430,475,534,146],""all_points_y"":[4,30,86,54,45,37,27,25,2,4]}","{}"
455.jpg,90453,"{}",7,1,"{""name"":""polygon"",""all_points_x"":[725,650,596,378,344,336,364,459,553,630,732,725],""all_points_y"":[559,436,391,148,164,200,250,430,562,603,573,559]}","{}"
455.jpg,90453,"{}",7,2,"{""name"":""polygon"",""all_points_x"":[707,734,684,603,225,211,237,236,218,152,84,153,343,353,443,466,530,593,637,707],""all_points_y"":[373,287,134,68,184,253,275,291,284,311,669,732,666,671,639,603,582,387,403,373]}","{}"
455.jpg,90453,"{}",7,3,"{""name"":""polygon"",""all_points_x"":[437,476,634,654,626,618,629,634,558,437],""all_points_y"":[849,784,786,818,872,919,948,965,917,849]}","{}"
455.jpg,90453,"{}",7,4,"{""name"":""polygon"",""all_points_x"":[699,705,541,511,519,642,694,699],""all_points_y"":[912,868,766,781,877,959,908,912]}","{}"
455.jpg,90453,"{}",7,5,"{""name"":""polygon"",""all_points_x"":[219,251,234,152,175,219],""all_points_y"":[826,773,755,780,826,826]}","{}"
455.jpg,90453,"{}",7,6,"{""name"":""polygon"",""all_points_x"":[259,348,377,376,336,200,4,2,73,154,259],""all_points_y"":[778,744,721,693,676,662,701,781,825,819,778]}","{}"
606.jpg,100020,"{}",7,0,"{""name"":""polygon"",""all_points_x"":[787,689,660,564,380,344,316,296,309,328,386,425,450,457,452,502,573,651,694,716,775,787],""all_points_y"":[600,443,434,336,75,73,95,118,166,232,291,312,312,319,359,494,596,630,612,630,610,600]}","{}"
606.jpg,100020,"{}",7,1,"{""name"":""polygon"",""all_points_x"":[873,865,837,769,757,873],""all_points_y"":[1,89,77,24,1,1]}","{}"
606.jpg,100020,"{}",7,2,"{""name"":""polygon"",""all_points_x"":[744,734,674,627,558,553,558,744],""all_points_y"":[1,21,28,32,16,12,1,1]}","{}"
606.jpg,100020,"{}",7,3,"{""name"":""polygon"",""all_points_x"":[1,55,70,79,118,176,192,212,260,426,549,550,99,46,1],""all_points_y"":[141,192,192,200,193,167,156,102,93,41,7,1,1,39,141]}","{}"
606.jpg,100020,"{}",7,4,"{""name"":""polygon"",""all_points_x"":[785,828,779,704,636,485,401,325,214,185,224,220,186,169,71,26,9,3,4,78,144,235,338,360,479,480,543,548,640,686,785],""all_points_y"":[391,229,99,24,31,85,92,73,104,171,229,241,196,188,216,404,475,560,575,567,704,610,631,650,616,598,582,558,407,418,391]}","{}"
606.jpg,100020,"{}",7,5,"{""name"":""polygon"",""all_points_x"":[760,766,613,556,501,498,494,760],""all_points_y"":[1020,810,698,687,713,729,832,1020]}","{}"
606.jpg,100020,"{}",7,6,"{""name"":""polygon"",""all_points_x"":[715,735,732,480,430,598,715],""all_points_y"":[766,735,723,730,815,915,766]}","{}"
653.jpg,88452,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[723,744,721,723,459,459,214,196,159,145,173,302,302,375,826,809,884,903,907,787,723],""all_points_y"":[643,562,544,496,275,253,68,73,425,443,610,848,882,1014,1023,982,987,982,962,648,643]}","{}"
